"","probes"
"32128","cg02263260"
"32129","cg05852523"
"32130","cg08977371"
"32131","cg09825093"
"32132","cg05949171"
"32133","cg08747377"
"32134","cg00806490"
"32135","cg09189772"
"32136","cg01090433"
"32137","cg02495250"
"32138","cg09044981"
"32139","cg26709234"
"32140","cg02282041"
"32141","cg27445072"
"32142","cg09765297"
"32143","cg00411413"
"32144","cg01750200"
"32145","cg01973778"
"32146","cg10148614"
"32147","cg16387516"
"32148","cg07132650"
"32149","cg26982161"
"32150","cg07092029"
"32151","cg08518101"
"32152","cg05847519"
"32153","cg08153651"
"32154","cg00739973"
"32155","ch.16.82520294R"
"32156","cg02215899"
"32157","cg07404221"
"32158","cg02899772"
"32159","cg08011335"
"32160","cg08580187"
"32161","cg22167353"
"32162","cg02370667"
"32163","cg27642027"
"32164","cg02671204"
"32165","cg04593696"
"32166","cg04491089"
"32167","cg04006133"
"32168","cg26739800"
"32169","cg08370757"
"32170","cg08576476"
"32171","cg04590638"
"32172","cg01992487"
"32173","cg09898848"
"32174","cg27219748"
"32175","cg00556126"
"32176","cg26689770"
"32177","cg05377387"
"32178","cg04195127"
"32179","cg07099991"
"32180","cg08007074"
"32181","cg04268432"
"32182","cg15547140"
"32183","cg04470044"
"32184","cg03085712"
"32185","cg16698748"
"32186","cg27459353"
"32187","cg07507755"
"32188","cg05312094"
"32189","cg18806980"
"32190","cg02142483"
"32191","cg06436488"
"32192","cg27342781"
"32193","cg06311920"
"32194","cg03100906"
"32195","cg06528601"
"32196","cg05128520"
"32197","cg07347256"
"32198","cg26754273"
"32199","cg07695272"
"32200","cg07207789"
"32201","cg10064892"
"32202","cg06465011"
"32203","cg03296797"
"32204","cg03476673"
"32205","cg06097361"
"32206","cg09464461"
"32207","cg01928143"
"32208","cg00044372"
"32209","cg02853355"
"32210","cg08189968"
"32211","cg04131395"
"32212","cg03113038"
"32213","cg01826117"
"32214","cg09508671"
"32215","cg00738897"
"32216","cg01959238"
"32217","cg06720361"
"32218","cg06117153"
"32219","cg03014634"
"32220","cg02711510"
"32221","cg04484967"
"32222","cg02203714"
"32223","cg01275133"
"32224","cg09274961"
"32225","cg05691543"
"32226","cg16796458"
"32227","cg02366100"
"32228","cg16586211"
"32229","cg06835772"
"32230","cg03476212"
"32231","cg08888510"
"32232","cg05775980"
"32233","cg13391235"
"32234","cg27305903"
"32235","cg08762919"
"32236","cg10220784"
"32237","cg00685622"
"32238","cg03223959"
"32239","cg06814256"
"32240","cg00866541"
"32241","cg05824809"
"32242","cg05673966"
"32243","ch.16.83989841F"
"32244","cg01770571"
"32245","cg06292709"
"32246","cg00327947"
"32247","cg05905731"
"32248","cg07157571"
"32249","cg00965203"
"32250","cg03901431"
"32251","cg07117087"
"32252","cg07183218"
"32253","cg05731560"
"32254","cg27586417"
"32255","cg07298547"
"32256","cg10176059"
"32257","cg03010887"
"32258","cg04419883"
"32259","cg08807414"
"32260","cg10429508"
"32261","cg03259887"
"32262","cg27065717"
"32263","cg06672226"
"32264","cg01072388"
"32265","cg06981033"
"32266","cg08843623"
"32267","cg07066163"
"32268","cg08691159"
"32269","cg06544693"
"32270","cg08902205"
"32271","cg10469980"
"32272","cg00021476"
"32273","cg00715696"
"32274","cg15403900"
"32275","cg05245094"
"32276","cg00168118"
"32277","cg03748158"
"32278","cg00019076"
"32279","cg04049225"
"32280","cg09205083"
"32281","cg00399027"
"32282","cg19890739"
"32283","cg05399613"
"32284","cg15446115"
"32285","cg03415742"
"32286","cg15531249"
"32287","cg06941638"
"32288","cg02124446"
"32289","cg01250960"
"32290","cg00320288"
"32291","cg26506790"
"32292","cg04525335"
"32293","cg09684264"
"32294","cg05946309"
"32295","cg14986962"
"32296","cg10155875"
"32297","cg07955474"
"32298","cg27208925"
"32299","cg09100014"
"32300","cg01951963"
"32301","cg02549595"
"32302","cg07829181"
"32303","cg09288885"
"32304","cg27027763"
"32305","cg10064312"
"32306","cg05167857"
"32307","cg00427986"
"32308","cg07340145"
"32309","cg10294820"
"32310","cg04483701"
"32311","cg10246268"
"32312","cg05775492"
"32313","cg07757094"
"32314","cg01554149"
"32315","cg04066021"
"32316","cg01076272"
"32317","cg18238236"
"32318","cg04821248"
"32319","cg19215541"
"32320","cg16802855"
"32321","cg02202502"
"32322","cg00047694"
"32323","cg04475868"
"32324","cg26757472"
"32325","cg05318186"
"32326","cg03554962"
"32327","cg01034884"
"32328","cg16456576"
"32329","cg10136473"
"32330","cg00298919"
"32331","cg16774755"
"32332","cg06000556"
"32333","cg09627567"
"32334","cg07705739"
"32335","cg27508904"
"32336","cg05273533"
"32337","cg05262224"
"32338","cg09020697"
"32339","cg04635021"
"32340","cg01413522"
"32341","cg02637247"
"32342","cg07756105"
"32343","cg02915593"
"32344","cg09998861"
"32345","cg08146945"
"32346","cg02503117"
"32347","cg01586959"
"32348","cg04930630"
"32349","cg00606102"
"32350","cg06602857"
"32351","cg01145317"
"32352","cg01695533"
"32353","cg00314966"
"32354","cg27122536"
"32355","cg09338251"
"32356","cg00551679"
"32357","cg06733602"
"32358","cg04546186"
"32359","cg08470264"
"32360","cg09775238"
"32361","cg09606925"
"32362","cg23096689"
"32363","cg01296593"
"32364","cg04081201"
"32365","cg03613339"
"32366","cg01803461"
"32367","cg01313904"
"32368","cg26724949"
"32369","cg11165158"
"32370","cg16625119"
"32371","cg07990681"
"32372","cg05402622"
"32373","cg02657828"
"32374","cg00461236"
"32375","cg02725001"
"32376","cg05424333"
"32377","cg27455211"
"32378","cg00107631"
"32379","cg05432034"
"32380","cg00838081"
"32381","cg00211086"
"32382","cg00023673"
"32383","cg27619796"
"32384","cg27296119"
"32385","cg09230756"
"32386","cg06675784"
"32387","cg09223489"
"32388","cg07833554"
"32389","cg09550945"
"32390","cg05805851"
"32391","cg04960342"
"32392","cg10324585"
"32393","cg16622061"
"32394","cg27570575"
"32395","cg07536627"
"32396","cg07824497"
"32397","cg02359025"
"32398","cg06405820"
"32399","cg01932361"
"32400","cg26517646"
"32401","cg03200537"
"32402","cg05070372"
"32403","cg06320582"
"32404","cg04602007"
"32405","cg01490663"
"32406","cg06050193"
"32407","cg03720195"
"32408","cg09766510"
"32409","cg02436616"
"32410","cg04416111"
"32411","cg09338148"
"32412","cg27365499"
"32413","cg02312706"
"32414","cg16590154"
"32415","cg00837734"
"32416","cg04772241"
"32417","cg00968270"
"32418","cg07474266"
"32419","cg02660643"
"32420","cg00899855"
"32421","cg04637961"
"32422","cg27414087"
"32423","cg02705910"
"32424","cg02093708"
"32425","cg10312981"
"32426","cg15258754"
"32427","cg04383849"
"32428","cg27522573"
"32429","cg01951698"
"32430","cg04713188"
"32431","cg00680827"
"32432","cg10920957"
"32433","cg26720338"
"32434","cg03128192"
"32435","cg23040064"
"32436","cg09552213"
"32437","cg25938042"
"32438","cg16773814"
"32439","cg03963720"
"32440","cg01546963"
"32441","cg02474032"
"32442","cg10424303"
"32443","cg05443795"
"32444","cg10465949"
"32445","cg00756062"
"32446","cg04302704"
"32447","cg00922281"
"32448","cg27052344"
"32449","cg06908618"
"32450","cg00487155"
"32451","cg08179808"
"32452","ch.16.2085963R"
"32453","cg26611563"
"32454","cg10520099"
"32455","cg06071246"
"32456","cg09618385"
"32457","cg01856752"
"32458","cg00069417"
"32459","cg26637881"
"32460","cg05834639"
"32461","cg05911082"
"32462","cg03850117"
"32463","cg06313676"
"32464","cg18676679"
"32465","cg06591145"
"32466","cg02331262"
"32467","cg01541600"
"32468","cg06245967"
"32469","cg07891658"
"32470","cg03141958"
"32471","cg16014492"
"32472","cg11053632"
"32473","cg16580912"
"32474","cg08440418"
"32475","cg00818557"
"32476","cg01942106"
"32477","cg16598508"
"32478","cg01525839"
"32479","cg06458557"
"32480","cg27038676"
"32481","cg01979483"
"32482","cg08529399"
"32483","cg06723453"
"32484","cg27144055"
"32485","cg16394952"
"32486","cg05603610"
"32487","cg04755227"
"32488","cg10097681"
"32489","cg12908187"
"32490","cg15600422"
"32491","cg18293633"
"32492","cg00345344"
"32493","cg06518998"
"32494","cg05716075"
"32495","cg07545858"
"32496","cg10235453"
"32497","cg05024961"
"32498","cg05938149"
"32499","cg08286038"
"32500","cg15413177"
"32501","cg18601195"
"32502","cg05578570"
"32503","cg27631965"
"32504","cg07099810"
"32505","cg11846580"
"32506","cg07332757"
"32507","cg02992705"
"32508","cg09502865"
"32509","cg04377850"
"32510","cg10280048"
"32511","cg21910663"
"32512","cg10366867"
"32513","cg04063936"
"32514","cg03641033"
"32515","cg08193132"
"32516","cg05635114"
"32517","cg04602696"
"32518","cg08105590"
"32519","cg07766916"
"32520","cg10491452"
"32521","cg26787539"
"32522","cg00202760"
"32523","cg27000120"
"32524","cg00056002"
"32525","cg08372350"
"32526","cg02849719"
"32527","cg08688816"
"32528","cg02192204"
"32529","cg00035197"
"32530","cg26544924"
"32531","cg27050730"
"32532","cg02525435"
"32533","cg10296496"
"32534","cg27635976"
"32535","cg08443038"
"32536","cg27434245"
"32537","cg10131891"
"32538","cg05057515"
"32539","cg05444556"
"32540","cg00446472"
"32541","cg03186440"
"32542","cg01404893"
"32543","cg04265972"
"32544","cg04874463"
"32545","cg00730373"
"32546","cg07352859"
"32547","cg08063228"
"32548","cg04653364"
"32549","cg08371556"
"32550","cg01642550"
"32551","cg00169897"
"32552","cg00655094"
"32553","cg06758158"
"32554","cg01786329"
"32555","cg00741945"
"32556","cg12839813"
"32557","cg05902711"
"32558","cg01828676"
"32559","cg02893550"
"32560","cg04905201"
"32561","cg27373845"
"32562","cg08108051"
"32563","cg01575519"
"32564","cg09756014"
"32565","cg04252928"
"32566","cg06572911"
"32567","cg04033022"
"32568","cg07990658"
"32569","cg02747280"
"32570","cg16698281"
"32571","cg04308346"
"32572","cg03819692"
"32573","cg01764011"
"32574","cg01810329"
"32575","cg04551092"
"32576","cg00511475"
"32577","cg04908548"
"32578","cg27202913"
"32579","cg06471402"
"32580","cg16553435"
"32581","cg03112665"
"32582","cg09907219"
"32583","cg05813803"
"32584","cg01758336"
"32585","cg08511757"
"32586","cg27025387"
"32587","cg07108351"
"32588","cg00332509"
"32589","cg05780014"
"32590","cg05504729"
"32591","cg06873916"
"32592","cg06411447"
"32593","cg09033641"
"32594","cg08583277"
"32595","cg05638739"
"32596","cg06567829"
"32597","cg03163759"
"32598","cg26946905"
"32599","cg02582213"
"32600","cg00926926"
"32601","cg00488747"
"32602","cg10110957"
"32603","cg09486407"
"32604","cg09222577"
"32605","cg09907628"
"32606","cg16765487"
"32607","cg05288253"
"32608","cg15206445"
"32609","cg07391271"
"32610","cg08845973"
"32611","cg07452625"
"32612","cg10091053"
"32613","cg00562180"
"32614","cg16444968"
"32615","cg07690018"
"32616","cg00037400"
"32617","cg06066694"
"32618","cg05347456"
"32619","cg26640110"
"32620","cg06271850"
"32621","cg26822161"
"32622","cg03809021"
"32623","cg16392942"
"32624","cg02002207"
"32625","cg26983744"
"32626","cg05604800"
"32627","cg16790239"
"32628","cg05936667"
"32629","cg03721293"
"32630","cg26678609"
"32631","cg06174989"
"32632","cg02434554"
"32633","cg25042383"
"32634","cg16799087"
"32635","cg15225056"
"32636","cg00903242"
"32637","cg11163933"
"32638","cg10289744"
"32639","cg10208485"
"32640","cg13925692"
"32641","cg01410746"
"32642","cg03445800"
"32643","cg05209917"
"32644","cg10967350"
"32645","cg18723341"
"32646","cg11563860"
"32647","cg25512439"
"32648","cg08499832"
"32649","cg16139517"
"32650","cg15545269"
"32651","cg04427437"
"32652","cg08404225"
"32653","cg23032421"
"32654","cg11485152"
"32655","cg00294109"
"32656","cg10771315"
"32657","cg27298170"
"32658","cg26681097"
"32659","cg04247568"
"32660","cg12136608"
"32661","cg08844848"
"32662","cg14784497"
"32663","cg01300546"
"32664","cg22595235"
"32665","cg09623845"
"32666","cg01442531"
"32667","cg03280839"
"32668","cg20438207"
"32669","cg27570309"
"32670","cg04150219"
"32671","cg17912112"
"32672","cg22960171"
"32673","cg02574863"
"32674","cg03830585"
"32675","cg09654471"
"32676","cg24699271"
"32677","cg26395694"
"32678","cg08987995"
"32679","cg10901633"
"32680","cg23662097"
"32681","cg26394916"
"32682","cg03149814"
"32683","cg11926537"
"32684","cg01832712"
"32685","cg01607932"
"32686","cg10125901"
"32687","cg00874032"
"32688","cg17860198"
"32689","cg05648614"
"32690","cg01815263"
"32691","cg15589582"
"32692","cg15446845"
"32693","cg25108988"
"32694","cg10673707"
"32695","cg16320165"
"32696","cg04527363"
"32697","cg20172500"
"32698","cg17892178"
"32699","cg02332525"
"32700","cg21187352"
"32701","cg24643102"
"32702","cg04023483"
"32703","cg16415870"
"32704","cg18399935"
"32705","cg22148389"
"32706","cg01637841"
"32707","cg13231680"
"32708","cg00586732"
"32709","cg20936920"
"32710","cg06367354"
"32711","cg23180235"
"32712","cg26161878"
"32713","cg08365982"
"32714","cg16448890"
"32715","cg08872064"
"32716","cg15317815"
"32717","cg04523291"
"32718","cg02192228"
"32719","cg12695586"
"32720","cg19619174"
"32721","cg26289788"
"32722","cg14329285"
"32723","cg22371859"
"32724","cg02539664"
"32725","cg24850121"
"32726","cg03018380"
"32727","cg12669543"
"32728","cg22956060"
"32729","cg23958524"
"32730","cg21386647"
"32731","cg17763743"
"32732","cg04377609"
"32733","cg21976560"
"32734","cg13746414"
"32735","cg25781123"
"32736","cg26674487"
"32737","cg11084334"
"32738","cg06838365"
"32739","cg00242951"
"32740","cg07906855"
"32741","cg16191009"
"32742","cg16452224"
"32743","cg23926649"
"32744","cg20051033"
"32745","cg23681664"
"32746","cg19782880"
"32747","cg27090988"
"32748","cg25415932"
"32749","cg02860797"
"32750","cg00472373"
"32751","cg08649360"
"32752","cg01423563"
"32753","cg02072018"
"32754","cg03604278"
"32755","cg05253480"
"32756","cg16324121"
"32757","cg06619959"
"32758","cg02968508"
"32759","cg05845178"
"32760","cg02725398"
"32761","cg01142302"
"32762","cg05851542"
"32763","cg25717917"
"32764","cg14661886"
"32765","cg08941824"
"32766","cg14517355"
"32767","cg16937583"
"32768","cg18621852"
"32769","cg15117754"
"32770","cg13560548"
"32771","cg13419330"
"32772","cg07631359"
"32773","cg16204414"
"32774","cg02084912"
"32775","cg07871024"
"32776","cg00746844"
"32777","cg20626616"
"32778","cg21411674"
"32779","cg17302850"
"32780","cg07124366"
"32781","cg24069188"
"32782","cg21472737"
"32783","cg00379733"
"32784","cg10500167"
"32785","cg00880157"
"32786","cg04207166"
"32787","cg22055119"
"32788","cg21504961"
"32789","cg26836233"
"32790","cg15668533"
"32791","cg12461092"
"32792","cg07646731"
"32793","cg05043886"
"32794","cg00019082"
"32795","cg03047508"
"32796","cg07577799"
"32797","cg19877765"
"32798","cg20669012"
"32799","cg26864526"
"32800","cg13593758"
"32801","cg16929739"
"32802","cg12179658"
"32803","cg25677394"
"32804","cg27092248"
"32805","cg18190847"
"32806","cg05551003"
"32807","cg11702866"
"32808","cg17571559"
"32809","cg09666573"
"32810","cg26467809"
"32811","cg17025841"
"32812","cg05791356"
"32813","cg23079727"
"32814","cg03182000"
"32815","cg26959247"
"32816","cg14720543"
"32817","cg22841079"
"32818","cg18809126"
"32819","cg18096987"
"32820","cg00296038"
"32821","cg19778015"
"32822","cg08559364"
"32823","cg01948850"
"32824","cg08423851"
"32825","cg22079057"
"32826","cg25616514"
"32827","cg03348100"
"32828","cg08804742"
"32829","cg02700894"
"32830","cg02102424"
"32831","cg14691921"
"32832","cg00314622"
"32833","cg25982743"
"32834","cg23769143"
"32835","cg08541642"
"32836","cg21071138"
"32837","cg25423174"
"32838","cg04399631"
"32839","cg11232868"
"32840","cg23412633"
"32841","cg07775309"
"32842","cg02253499"
"32843","cg09856107"
"32844","cg02047051"
"32845","cg07557790"
"32846","cg16751623"
"32847","cg01375976"
"32848","cg22581219"
"32849","cg03772384"
"32850","cg10601972"
"32851","cg07047131"
"32852","cg25435917"
"32853","cg00409700"
"32854","cg10140391"
"32855","cg00088797"
"32856","cg19130973"
"32857","cg13071069"
"32858","cg09437283"
"32859","cg25484139"
"32860","cg02109605"
"32861","cg24380053"
"32862","cg16192821"
"32863","cg12399484"
"32864","cg26766694"
"32865","cg01044637"
"32866","cg01678313"
"32867","cg01659586"
"32868","cg21924571"
"32869","cg14202325"
"32870","cg13035046"
"32871","cg01005486"
"32872","cg05710562"
"32873","cg08634318"
"32874","cg18135771"
"32875","cg15275625"
"32876","cg19250213"
"32877","cg24642820"
"32878","cg05446471"
"32879","cg06568490"
"32880","cg12886406"
"32881","cg19392656"
"32882","cg16604516"
"32883","cg17561417"
"32884","cg08198486"
"32885","cg21873674"
"32886","cg11551565"
"32887","cg05589046"
"32888","cg16796164"
"32889","cg26679855"
"32890","cg00862016"
"32891","cg18252424"
"32892","cg13672747"
"32893","cg02398106"
"32894","cg03346079"
"32895","cg07657743"
"32896","cg00625653"
"32897","cg15328326"
"32898","cg01166979"
"32899","cg18786782"
"32900","cg01997230"
"32901","cg14099787"
"32902","cg10711974"
"32903","cg23013114"
"32904","cg26147279"
"32905","cg27570892"
"32906","cg08843513"
"32907","cg19876987"
"32908","cg19714930"
"32909","cg00329101"
"32910","cg12497374"
"32911","cg21139046"
"32912","cg13763232"
"32913","cg19148404"
"32914","cg03912774"
"32915","cg03194383"
"32916","cg05225196"
"32917","cg06097416"
"32918","cg13745201"
"32919","cg20911625"
"32920","cg21141587"
"32921","cg02701615"
"32922","cg18443411"
"32923","cg11833001"
"32924","cg08673716"
"32925","cg19775589"
"32926","cg00085013"
"32927","cg04831352"
"32928","cg03337256"
"32929","cg26712821"
"32930","cg03495084"
"32931","cg07078958"
"32932","cg02275418"
"32933","cg15145672"
"32934","cg08359336"
"32935","cg18204685"
"32936","cg24239808"
"32937","cg00663183"
"32938","cg00375589"
"32939","cg20216309"
"32940","cg07757281"
"32941","cg25004471"
"32942","cg05287437"
"32943","cg18789887"
"32944","cg13606421"
"32945","cg10453019"
"32946","cg05413061"
"32947","cg10734044"
"32948","cg10131699"
"32949","cg11208165"
"32950","cg22230912"
"32951","cg16456087"
"32952","cg07200280"
"32953","cg19709608"
"32954","cg05778559"
"32955","cg19129747"
"32956","cg01781018"
"32957","cg23220897"
"32958","cg18751573"
"32959","cg02356435"
"32960","cg20942097"
"32961","cg20271057"
"32962","cg15605530"
"32963","cg01765641"
"32964","cg07654588"
"32965","cg08824840"
"32966","cg16291750"
"32967","cg09477895"
"32968","cg07694806"
"32969","cg02772928"
"32970","cg21902966"
"32971","cg07185974"
"32972","cg14415616"
"32973","cg21454600"
"32974","cg18813778"
"32975","cg06615816"
"32976","cg07657236"
"32977","cg14718495"
"32978","cg19264163"
"32979","cg09355292"
"32980","cg19235418"
"32981","cg15975769"
"32982","cg15149374"
"32983","cg02583589"
"32984","cg01350993"
"32985","cg03457781"
"32986","cg08524210"
"32987","cg22593395"
"32988","cg16000504"
"32989","cg17024919"
"32990","cg18267381"
"32991","cg00485194"
"32992","cg21436456"
"32993","cg15693572"
"32994","cg04044720"
"32995","cg25839023"
"32996","cg06759374"
"32997","cg16652937"
"32998","cg10397322"
